,Australia,Austria,Belgium,Canada,Finland,France,Germany,Italy,Japan,Netherlands,Spain,Sweden,Switzerland,United Kingdom,United States
1950,0.06033172536840019,0.07461962305061692,0.06029532839646481,0.035163417528211456,0.07591175263081315,0.030859607376561567,0.06325736092053041,0.02558076151757293,0.05352948994285047,0.1072325508032476,0.009513731541970927,0.08723177398173383,0.06593021403707662,0.08832436185525996,0.06438954868313222
1951,0.06033172536840019,0.07303646273129691,0.06029532839646481,0.04366902294801482,0.08274883763597247,0.02767056588088593,0.06585151136837551,0.02558076151757293,0.05352948994285047,0.10603699063134177,0.009513731541970927,0.09881532270842984,0.054289992632225524,0.09141029328929644,0.07829846932012303
1952,0.06033172536840019,0.07841920781698498,0.06029532839646481,0.05082617872809326,0.08687119771261266,0.030264170300076942,0.0736339627119108,0.02902985295814456,0.05352948994285047,0.11973994952472418,0.009513731541970927,0.1105346486586485,0.06015666422027048,0.08573885173485105,0.08802498724808862
1953,0.06033172536840019,0.09034568222252912,0.06029532839646481,0.053419351112179644,0.08717283381578146,0.03792711269346783,0.07662721322865514,0.03046697439171607,0.0516248826227865,0.10668075380082952,0.009513731541970927,0.11350933809103828,0.05559369742956885,0.07698147874636917,0.08714960063457172
1954,0.06033172536840019,0.07525288717834494,0.05384865806476732,0.054249166275087295,0.07490629895358383,0.03322351631014802,0.0727359875568875,0.03199990392085902,0.05012124526484127,0.09711627242558274,0.009513731541970927,0.11850728487410794,0.06155349078885262,0.07931677820996434,0.07956291665075856
1955,0.06033172536840019,0.06596501330500082,0.05546032564769169,0.049788909774458705,0.07681666094031953,0.029039591644147038,0.06694903655784844,0.03142505534743041,0.04631203062471333,0.08304544886392161,0.008931258182258423,0.12150412561964792,0.054662479717180766,0.08006741018040564,0.07927112111291959
1956,0.06033172536840019,0.06702045351788083,0.05432267794209801,0.050929905623456714,0.08083847564923678,0.03320918684047176,0.06744791164397249,0.03334121725885909,0.0436054833804119,0.09932346043525508,0.00902833707554384,0.1236780205046348,0.05848047233797192,0.08048442794176193,0.08452344079402101
1957,0.06033172536840019,0.07092558230553687,0.05849405286260815,0.05539016212408531,0.08918374117024008,0.03484080168339715,0.06235938576550711,0.034299298214573434,0.03618753908121539,0.1030021071180423,0.010096204901683434,0.12665483072513295,0.052706922521165774,0.08373716648034091,0.08588515330393619
1958,0.06033172536840019,0.06870915785848886,0.056029149500488526,0.04906282150691452,0.0777215692498259,0.03877410261792665,0.05946591026598758,0.03544899536143065,0.0349846291948592,0.10226637778148485,0.010581599368110522,0.12445809197518162,0.060249785991509285,0.08473800910759596,0.08403711489762274
1959,0.06033172536840019,0.06680936547530482,0.06057974032286322,0.05217462836781818,0.08164283859102023,0.04127944073015785,0.06445466112722815,0.03602384393485925,0.0309749295736719,0.10088688527543965,0.010484520474825105,0.12095703661360713,0.05792174171053907,0.08465460555532472,0.08500976669041929
