,Australia,Austria,Belgium,Canada,Finland,France,Germany,Italy,Japan,Netherlands,Spain,Sweden,Switzerland,United Kingdom,United States
1950,0.12991065543995334,0.10610528799641598,0.11657702019148225,0.14223845841524949,0.18533139801554896,0.2216652444209028,0.10450984608012588,0.0863343210960681,0.08687620105917856,0.13112372635011432,0.03441620425742182,0.09293893410016832,0.02430287323787771,0.10090872484879833,0.07992631769409898
1951,0.12991065543995334,0.10563286908280772,0.11657702019148225,0.15552503418321995,0.16053946440922867,0.230860115977082,0.11963108982344477,0.0863343210960681,0.08687620105917856,0.14796277331297114,0.03441620425742182,0.09523401065328337,0.023742037701618996,0.10526130188893135,0.08002905075026108
1952,0.12991065543995334,0.13000968502499413,0.11657702019148225,0.15768796512219188,0.16091368227498445,0.2414962043640321,0.12868808477387014,0.09044131815225757,0.08687620105917856,0.16020098777231515,0.03441620425742182,0.095464928481145,0.0238666678207876,0.10694903584326865,0.08680943245695842
1953,0.12991065543995334,0.15051266587559275,0.11657702019148225,0.15933591250426574,0.16147500907361811,0.2386239663956104,0.13254715218752966,0.09446093229235791,0.07821463078866077,0.15514007201845106,0.03441620425742182,0.10015576103747707,0.02533107172101869,0.10721552015184822,0.08896682663636211
1954,0.12991065543995334,0.14918989291748963,0.10823165417039457,0.16088086317495998,0.15052913650026162,0.23432394895611594,0.13246839570969984,0.10634500888048065,0.07821463078866077,0.1442821073101609,0.03441620425742182,0.10625116453447853,0.025144126542265784,0.10339591172887434,0.08598756800766177
1955,0.12991065543995334,0.15769343336243838,0.12027651234516028,0.16242581384565422,0.12152725190418882,0.2223812261248435,0.1339647687884658,0.10547117971958926,0.08355484704567175,0.13259599275123843,0.03187675617629167,0.11729892881327865,0.02458329100600707,0.10632723912324965,0.08496023744604096
1956,0.12991065543995334,0.16194520358491274,0.11941616533267702,0.16149884344323767,0.13041492621588857,0.21219766769776968,0.1256165821385085,0.10940341094360047,0.08166623397916788,0.12330231109414262,0.030272894230314727,0.12117038464471265,0.026110009965822464,0.10845911359188623,0.08567936883917553
1957,0.12991065543995334,0.16733077920004696,0.12010444294266362,0.16407376122772807,0.12994715388369385,0.22077748930717286,0.12246632302531706,0.10905387927924391,0.08296872574917055,0.1108800633346581,0.042702824311636,0.12454294501939135,0.02526875666143439,0.10570544240323065,0.0874258307939309
1958,0.12991065543995334,0.16893700350631502,0.12475031681007323,0.1592329157928861,0.16755604939214952,0.2330494105239435,0.12010362869042347,0.10826743303444167,0.08446659128467363,0.10719939733184787,0.03875999702777603,0.1244736739234636,0.024053612999540504,0.10455067706605249,0.08845316135555172
1959,0.12991065543995334,0.17592880342771736,0.13214930111742929,0.16407376122772807,0.1496871463023111,0.2510645389622585,0.126167877483317,0.10975294260795701,0.08987193213018474,0.11713719553943548,0.04063116929808246,0.13011081895406773,0.023430462403697488,0.10632723912324965,0.0907132885911175
1960,0.1298127335801788,0.17290532238062445,0.13567672386861068,0.16747265270325537,0.14557074977899756,0.25019056719298394,0.12475026088238085,0.11202489842627461,0.08856944036018206,0.11649307898894368,0.0410321347845767,0.15351333878266382,0.02629695514457537,0.10090872484879833,0.09513081000608697
1961,0.11849048525964735,0.18273163578367632,0.148151755549618,0.1721075047153381,0.1437932149166576,0.2434263048242733,0.12577409509416806,0.1143842371606813,0.09052317801518607,0.11925357849105135,0.0390941349331879,0.15751577425214194,0.027917146693767218,0.1005534124373589,0.09513081000608697
1962,0.12281744058747393,0.1798026385193051,0.15150710889830274,0.18302515612157738,0.14575785871187544,0.2443208680129119,0.1255378256606787,0.11123845218147235,0.08381534539967228,0.13112372635011432,0.0395619280007645,0.17352751381022116,0.02763672892563786,0.10366239603745392,0.09677453890468028
1963,0.11846353137378025,0.17630673855860393,0.15176521300204773,0.18199518900778122,0.12863739135354862,0.2481265752040593,0.12624663396114677,0.10756836970572857,0.07938687338166317,0.13379220920215176,0.04310378979813024,0.1824742588702584,0.028166406932104423,0.10339591172887434,0.09924013225257022
1964,0.12296728732872372,0.18792824383336723,0.15374401113075922,0.18971994236125242,0.13443776827276316,0.2585900497403355,0.12538031270501915,0.1094907938596896,0.0756096472486554,0.12127794479259699,0.047514410149566824,0.1897424112043921,0.028104091872520123,0.10988036323764395,0.09903466614024606
1965,0.1241295506302118,0.1869834060061507,0.15107693539206113,0.1961057384667886,0.14398032384953552,0.2554164511915497,0.1182922297003384,0.11158798384582892,0.07300466370865007,0.12606281059625027,0.046378341271166496,0.19904133908912308,0.027138208448963443,0.1162759866435537,0.09698000501700443
1966,0.12193014673361124,0.19388072214483135,0.16484248759179332,0.1968267154464459,0.14809672037284907,0.25583937341927826,0.11915855095646603,0.10835481595053081,0.06974843428364337,0.13112372635011432,0.046244686109001745,0.2103252816171846,0.02698242080000269,0.1232045786666226,0.09153515304041414
1967,0.12241400429262925,0.1930303681003365,0.17413423532661257,0.20640540960475018,0.17560173350589875,0.2460653381818101,0.12522279974935957,0.11228704717454202,0.06864131627914109,0.1376569085051025,0.060879926366041316,0.223029067495435,0.026452742793536127,0.12462582831238034,0.09492534389376281
1968,0.12150383590366047,0.2073919030740277,0.16880008384921635,0.208053356986824,0.1948739535923213,0.2254971696539715,0.11325181511923212,0.1080926672022634,0.06857619169064096,0.14731865676247932,0.0587414437714054,0.2457546875631038,0.026016537376446013,0.1322650451583281,0.09739093724165275
1969,0.12290994322910212,0.2118326408619454,0.1680257715379814,0.21114325832821249,0.18158921935799116,0.23117821878764824,0.1289243542073595,0.10276230932082599,0.06707832615513788,0.13195187620074664,0.06007799539305284,0.2386415860951999,0.02763672892563786,0.15038597814173907,0.09872646697175982
1970,0.119554146939362,0.21750166782524452,0.1712950901854178,0.21330618926718445,0.1704562378517568,0.2229476261578521,0.11309430216357254,0.10118941683122151,0.07124629981914644,0.13922119155629684,0.06081309878495894,0.2390375319351794,0.027667886455430012,0.15038597814173907,0.1021166578251085
1971,0.1223451980513796,0.2213755029168323,0.1694023267579546,0.212125976033112,0.18140211042511328,0.21903171639644695,0.1143544058088491,0.09778148310374514,0.06968330969514323,0.15201150591606238,0.06736220173103144,0.2905500666492787,0.025923064787069558,0.13803887184421884,0.10476237817702587
1972,0.12315387038093673,0.23545358654235857,0.15701332977819563,0.21519678660085076,0.18636049714637734,0.22149015185928864,0.11545699649846612,0.08554787485126586,0.06812031957114002,0.15928082127161258,0.07217378756896227,0.27451611300216777,0.026702003031873332,0.12391520348950148,0.09970638030678323
